rt,trial_type,trial_index,trial_number,time_elapsed,random_id,figure,difficulty,text_response,word_count,file_name,participant_id,image_description,participant_gender,participant_major,participant_is_group_member,stimulus_complexity
4431,survey-text,22,19,213439,p8645ntz1nz,stimuli/74.jpg,medium,spikey,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv,goat,spikey,Female,cognitive science,FALSE,74
10215,survey-text,23,20,223656,p8645ntz1nz,stimuli/34.jpg,easy,like if a child tried to draw a mountain,9,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8645ntz1nz_1772139631998.csv,goat,like if a child tried to draw a mountain,Female,cognitive science,FALSE,34
12595,survey-text,4,1,28711,p8my8vj8re7,stimuli/112.jpg,hard,qbert,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,qbert,Female,cognitive science,FALSE,112
5891,survey-text,5,2,34604,p8my8vj8re7,stimuli/136.jpg,hard,spider,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,spider,Female,cognitive science,FALSE,136
3534,survey-text,6,3,38142,p8my8vj8re7,stimuli/120.jpg,hard,fish,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,fish,Female,cognitive science,FALSE,120
11213,survey-text,7,4,49358,p8my8vj8re7,stimuli/32.jpg,easy,inverted star,2,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,inverted star,Female,cognitive science,FALSE,32
9277,survey-text,8,5,58637,p8my8vj8re7,stimuli/80.jpg,medium,bird,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,bird,Female,cognitive science,FALSE,80
3992,survey-text,9,6,62632,p8my8vj8re7,stimuli/96.jpg,medium,bat,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,bat,Female,cognitive science,FALSE,96
5529,survey-text,10,7,68163,p8my8vj8re7,stimuli/16.jpg,easy,chip,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,chip,Female,cognitive science,FALSE,16
15768,survey-text,11,8,83932,p8my8vj8re7,stimuli/40.jpg,easy,comb,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,comb,Female,cognitive science,FALSE,40
4104,survey-text,12,9,88039,p8my8vj8re7,stimuli/24.jpg,easy,shield,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,shield,Female,cognitive science,FALSE,24
13742,survey-text,13,10,101783,p8my8vj8re7,stimuli/152.jpg,hard,mouse,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,mouse,Female,cognitive science,FALSE,152
4178,survey-text,14,11,105964,p8my8vj8re7,stimuli/128.jpg,hard,bird,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,bird,Female,cognitive science,FALSE,128
3079,survey-text,15,12,109046,p8my8vj8re7,stimuli/56.jpg,medium,lemon,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,lemon,Female,cognitive science,FALSE,56
3530,survey-text,16,13,112577,p8my8vj8re7,stimuli/160.jpg,hard,squirrel,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,squirrel,Female,cognitive science,FALSE,160
5775,survey-text,17,14,118354,p8my8vj8re7,stimuli/144.jpg,hard,crab,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,crab,Female,cognitive science,FALSE,144
4659,survey-text,18,15,123016,p8my8vj8re7,stimuli/104.jpg,medium,dinosaur,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,dinosaur,Female,cognitive science,FALSE,104
3071,survey-text,19,16,126090,p8my8vj8re7,stimuli/88.jpg,medium,whale,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,whale,Female,cognitive science,FALSE,88
3460,survey-text,20,17,129552,p8my8vj8re7,stimuli/72.jpg,medium,wolf,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,wolf,Female,cognitive science,FALSE,72
5003,survey-text,21,18,134559,p8my8vj8re7,stimuli/64.jpg,medium,bird,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,bird,Female,cognitive science,FALSE,64
5263,survey-text,22,19,139824,p8my8vj8re7,stimuli/8.jpg,easy,parallelogram,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,parallelogram,Female,cognitive science,FALSE,8
24394,survey-text,23,20,164219,p8my8vj8re7,stimuli/48.jpg,easy,N but flipped,3,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p8my8vj8re7_1772138789380.csv,bear,N but flipped,Female,cognitive science,FALSE,48
83807,survey-text,4,1,121022,p97lbxy42mx,stimuli/34.jpg,easy,"flat bottom with two lines going up right that then on the left makes a point like a triangle goes back up slightly shifts to a trapezoids end and goes down (moving to the right now) forming an outline of a triangles and ends with that line mentioned previously
",49,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,"flat bottom with two lines going up right that then on the left makes a point like a triangle goes back up slightly shifts to a trapezoids end and goes down (moving to the right now) forming an outline of a triangles and ends with that line mentioned previously
",Female,CBN,FALSE,34
56856,survey-text,5,2,177883,p97lbxy42mx,stimuli/42.jpg,easy,"middle right forms an outline of a triangle and goes down just a bit forming a pentagon side and goes flat down on the left theres a flat triangle goes up and makes angled shapes to finish
",37,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,"middle right forms an outline of a triangle and goes down just a bit forming a pentagon side and goes flat down on the left theres a flat triangle goes up and makes angled shapes to finish
",Female,CBN,FALSE,42
15244,survey-text,6,3,193131,p97lbxy42mx,stimuli/154.jpg,hard,this looks like a puzzle piece of some sort,9,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,this looks like a puzzle piece of some sort  ,Female,CBN,FALSE,154
55562,survey-text,7,4,248697,p97lbxy42mx,stimuli/114.jpg,hard,kind of looks like a bird you see the beak at the bottom right because it forms a triangle and going from the left the lines are forged with a mini divit and continues to go up forming another triangle shape and goes,43,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,kind of looks like a bird you see the beak at the bottom right because it forms a triangle and going from the left the lines are forged with a mini divit and continues to go up forming another triangle shape and goes ,Female,CBN,FALSE,114
14375,survey-text,8,5,263095,p97lbxy42mx,stimuli/50.jpg,easy,almost a rectangle but more scribbles,6,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,almost a rectangle but more scribbles,Female,CBN,FALSE,50
28515,survey-text,9,6,291615,p97lbxy42mx,stimuli/66.jpg,medium,"this kind of looks like the blue angels aircraft when you view it from bottom right to left
",18,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,"this kind of looks like the blue angels aircraft when you view it from bottom right to left
",Female,CBN,FALSE,66
70988,survey-text,10,7,362608,p97lbxy42mx,stimuli/146.jpg,hard,almost looks like a person with the two feet being on the right side one pointy part upper right and lower right looks like a peg  leg with the left going making a wide rectangle to act like the arm and when you go up it could be the head with a hat attached and on the right underdearth the shape looking like a sword is the shoulder/other arm,69,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,almost looks like a person with the two feet being on the right side one pointy part upper right and lower right looks like a peg  leg with the left going making a wide rectangle to act like the arm and when you go up it could be the head with a hat attached and on the right underdearth the shape looking like a sword is the shoulder/other arm,Female,CBN,FALSE,146
18218,survey-text,11,8,380830,p97lbxy42mx,stimuli/10.jpg,easy,almost looks like a trapezoid,5,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,almost looks like a trapezoid,Female,CBN,FALSE,10
2897,survey-text,12,9,383731,p97lbxy42mx,stimuli/2.jpg,easy,triangle,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,triangle,Female,CBN,FALSE,2
42348,survey-text,13,10,426083,p97lbxy42mx,stimuli/90.jpg,medium,outside piece makes a rhombus and it continues with a triangles bottom on the left and makes contorted lines moving to the right,23,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,outside piece makes a rhombus and it continues with a triangles bottom on the left and makes contorted lines moving to the right,Female,CBN,FALSE,90
24841,survey-text,14,11,450927,p97lbxy42mx,stimuli/26.jpg,easy,at the top there is an outside triang;e and it continues as the rest of the shape is a messed up triangles,22,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,at the top there is an outside triang;e and it continues as the rest of the shape is a messed up triangles,Female,CBN,FALSE,26
47448,survey-text,15,12,498378,p97lbxy42mx,stimuli/138.jpg,hard,idk,1,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,idk,Female,CBN,FALSE,138
11420,survey-text,16,13,509802,p97lbxy42mx,stimuli/106.jpg,medium,triangles and trapezoids,3,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,triangles and trapezoids,Female,CBN,FALSE,106
23307,survey-text,17,14,533114,p97lbxy42mx,stimuli/82.jpg,medium,another one with a lot of tipi points and an upside down triangle looking from top to bottom,18,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,another one with a lot of tipi points and an upside down triangle looking from top to bottom,Female,CBN,FALSE,82
18526,survey-text,18,15,551643,p97lbxy42mx,stimuli/18.jpg,easy,pentagon looks like a tumbled stop sign,7,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,pentagon looks like a tumbled stop sign,Female,CBN,FALSE,18
35937,survey-text,19,16,587583,p97lbxy42mx,stimuli/130.jpg,hard,an m is formed looking at the left because there are two cutouts that look like the tops of triangles and the bottom is said to be the same,29,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,an m is formed looking at the left because there are two cutouts that look like the tops of triangles and the bottom is said to be the same,Female,CBN,FALSE,130
22135,survey-text,20,17,609723,p97lbxy42mx,stimuli/74.jpg,medium,looks like a small hand comb with the left being the teeth,12,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,looks like a small hand comb with the left being the teeth,Female,CBN,FALSE,74
6217,survey-text,21,18,615943,p97lbxy42mx,stimuli/98.jpg,medium,looks like the letter T,5,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,looks like the letter T,Female,CBN,FALSE,98
19228,survey-text,22,19,635175,p97lbxy42mx,stimuli/58.jpg,medium,almost looks like a leg or lightning bolt with a heavier top and small shrunken bottom,16,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,almost looks like a leg or lightning bolt with a heavier top and small shrunken bottom,Female,CBN,FALSE,58
17262,survey-text,23,20,652442,p97lbxy42mx,stimuli/122.jpg,hard,looks like a mouse with a hat with the left being the ears and the top being the hat,19,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/p97lbxy42mx_1772139922067.csv,cheetah,looks like a mouse with a hat with the left being the ears and the top being the hat,Female,CBN,FALSE,122
24317,survey-text,4,1,40853,pcvorlv6uv5,stimuli/55.jpg,medium,"angular, like a US state with triangle cutting into it",10,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"angular, like a US state with triangle cutting into it ",Female,Cognitive Behvioral Neuroscience,FALSE,55
34562,survey-text,5,2,75418,pcvorlv6uv5,stimuli/95.jpg,medium,"smooth, many sides, three squarish sections",6,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"smooth, many sides, three squarish sections ",Female,Cognitive Behvioral Neuroscience,FALSE,95
38687,survey-text,6,3,114108,pcvorlv6uv5,stimuli/111.jpg,hard,big trapizoidal base with mroe trapizoids sticking out on top and one on each side. Top one has two more squares also,22,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,big trapizoidal base with mroe trapizoids sticking out on top and one on each side. Top one has two more squares also,Female,Cognitive Behvioral Neuroscience,FALSE,111
47621,survey-text,7,4,161731,pcvorlv6uv5,stimuli/47.jpg,easy,"a square with a triangle on top and another larger triangle ont he side
",14,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"a square with a triangle on top and another larger triangle ont he side
",Female,Cognitive Behvioral Neuroscience,FALSE,47
14957,survey-text,8,5,176690,pcvorlv6uv5,stimuli/31.jpg,easy,"a square with two triangles cutting out the right side
",10,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"a square with two triangles cutting out the right side
",Female,Cognitive Behvioral Neuroscience,FALSE,31
32765,survey-text,9,6,209459,pcvorlv6uv5,stimuli/79.jpg,medium,"angular, bird like, could be a microscope",7,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"angular, bird like, could be a microscope",Female,Cognitive Behvioral Neuroscience,FALSE,79
27296,survey-text,10,7,236759,pcvorlv6uv5,stimuli/71.jpg,medium,"looks like a sitting bird, base with a triangular tail on the right and a triangular head int he middle",20,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"looks like a sitting bird, base with a triangular tail on the right and a triangular head int he middle",Female,Cognitive Behvioral Neuroscience,FALSE,71
13918,survey-text,11,8,250681,pcvorlv6uv5,stimuli/39.jpg,easy,triangle with a groove ont he bottom,7,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,triangle with a groove ont he bottom,Female,Cognitive Behvioral Neuroscience,FALSE,39
17337,survey-text,12,9,268021,pcvorlv6uv5,stimuli/15.jpg,easy,"5 sides, askew trapizoid",4,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"5 sides, askew trapizoid",Female,Cognitive Behvioral Neuroscience,FALSE,15
27864,survey-text,13,10,295888,pcvorlv6uv5,stimuli/127.jpg,hard,"very angular, many triangles pushed together, ""y"" shaped",8,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"very angular, many triangles pushed together, ""y"" shaped",Female,Cognitive Behvioral Neuroscience,FALSE,127
42215,survey-text,14,11,338105,pcvorlv6uv5,stimuli/159.jpg,hard,"very angular, a square with many triangles taken out of it at all angles",14,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"very angular, a square with many triangles taken out of it at all angles  ",Female,Cognitive Behvioral Neuroscience,FALSE,159
32489,survey-text,15,12,370597,pcvorlv6uv5,stimuli/103.jpg,medium,"long diagonal rectangle, with  a triangle on the left . Anchor shaped",12,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"long diagonal rectangle, with  a triangle on the left . Anchor shaped",Female,Cognitive Behvioral Neuroscience,FALSE,103
52167,survey-text,16,13,422767,pcvorlv6uv5,stimuli/87.jpg,medium,"very square, backwards ""c"", blocky",5,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"very square, backwards ""c"", blocky",Female,Cognitive Behvioral Neuroscience,FALSE,87
12585,survey-text,17,14,435355,pcvorlv6uv5,stimuli/143.jpg,hard,legs with half of a right arm,7,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,legs with half of a right arm,Female,Cognitive Behvioral Neuroscience,FALSE,143
63406,survey-text,18,15,498764,pcvorlv6uv5,stimuli/63.jpg,medium,"12 sided. squareish base with the bottom of a triangle cut out of the top, triangle sticking otu of bottom and right side",23,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"12 sided. squareish base with the bottom of a triangle cut out of the top, triangle sticking otu of bottom and right side  ",Female,Cognitive Behvioral Neuroscience,FALSE,63
48432,survey-text,19,16,547200,pcvorlv6uv5,stimuli/151.jpg,hard,"very smooth, hourglass figure, skirts outward at bottom and top with small grooves on the bottom and large grooves on the top",22,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"very smooth, hourglass figure, skirts outward at bottom and top with small grooves on the bottom and large grooves on the top",Female,Cognitive Behvioral Neuroscience,FALSE,151
56807,survey-text,20,17,604010,pcvorlv6uv5,stimuli/135.jpg,hard,"a  capital J with a think top line and hook, also another small arm jutting to the right",18,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"a  capital J with a think top line and hook, also another small arm jutting to the right",Female,Cognitive Behvioral Neuroscience,FALSE,135
40979,survey-text,21,18,644991,pcvorlv6uv5,stimuli/23.jpg,easy,"two trapizoids intersecting at the top, left is smaller than right, left has a small triangle coming out of the top base",22,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"two trapizoids intersecting at the top, left is smaller than right, left has a small triangle coming out of the top base",Female,Cognitive Behvioral Neuroscience,FALSE,23
47920,survey-text,22,19,692914,pcvorlv6uv5,stimuli/7.jpg,easy,trapizoid with slanted top,4,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,trapizoid with slanted top ,Female,Cognitive Behvioral Neuroscience,FALSE,7
83105,survey-text,23,20,776021,pcvorlv6uv5,stimuli/119.jpg,hard,"lots of angles, right side is like a bird with a triangle, then a beak on the left and wings below. Right is a large triangle with a trapizoid sticking out of the left side",35,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pcvorlv6uv5_1772140578513.csv,sloth,"lots of angles, right side is like a bird with a triangle, then a beak on the left and wings below. Right is a large triangle with a trapizoid sticking out of the left side ",Female,Cognitive Behvioral Neuroscience,FALSE,119
63146,survey-text,4,1,72620,pdo26h1hbg4,stimuli/91.jpg,medium,"This it very close to a full square with different angles, however there is almost an arrow shape going down on the left side of the shape.",27,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,"This it very close to a full square with different angles, however there is almost an arrow shape going down on the left side of the shape.",Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,91
112596,survey-text,5,2,185219,pdo26h1hbg4,stimuli/59.jpg,medium,"This shape has 13 sides, with many different angles. It looks like a shark bite at the bottom with the triangles.",21,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,"This shape has 13 sides, with many different angles. It looks like a shark bite at the bottom with the triangles.",Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,59
81747,survey-text,6,3,266968,pdo26h1hbg4,stimuli/123.jpg,hard,This shape looks similar to a crinkled up leaf of some kind. It has multiple sides with multiple different angles.,20,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks similar to a crinkled up leaf of some kind. It has multiple sides with multiple different angles.,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,123
41030,survey-text,7,4,308000,pdo26h1hbg4,stimuli/43.jpg,easy,"This shape looks similar to a helmet worn by motorcyclists. It has a large triangle opening on the left side, while having 10 sides in all.",26,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,"This shape looks similar to a helmet worn by motorcyclists. It has a large triangle opening on the left side, while having 10 sides in all.",Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,43
76048,survey-text,8,5,384051,pdo26h1hbg4,stimuli/115.jpg,hard,"This shape looks similar to a leaf, having that ""stem"" at the bottom with the main foliage part around it.",20,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,"This shape looks similar to a leaf, having that ""stem"" at the bottom with the main foliage part around it.",Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,115
47262,survey-text,9,6,431316,pdo26h1hbg4,stimuli/131.jpg,hard,This shape looks like sonic the hedgehog. The spikes on the side mimicking his hair and the left side looking like a foot.,23,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks like sonic the hedgehog. The spikes on the side mimicking his hair and the left side looking like a foot. ,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,131
45630,survey-text,10,7,476950,pdo26h1hbg4,stimuli/147.jpg,hard,This looks similar to an island with many sides and angles.,11,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This looks similar to an island with many sides and angles. ,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,147
40414,survey-text,11,8,517366,pdo26h1hbg4,stimuli/11.jpg,easy,This shape is looks like a diamond. It does have 5 sides.,12,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape is looks like a diamond. It does have 5 sides.,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,11
45446,survey-text,12,9,562815,pdo26h1hbg4,stimuli/35.jpg,easy,"This shape looks like a state due to the different angles causing it to have more sides than a completed sqaure.
",21,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,"This shape looks like a state due to the different angles causing it to have more sides than a completed sqaure.
",Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,35
46582,survey-text,13,10,609399,pdo26h1hbg4,stimuli/67.jpg,medium,"This shape looks similar to a tank. The bottom looks like wheels while the top looks like it has the entrance. 
",21,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,"This shape looks similar to a tank. The bottom looks like wheels while the top looks like it has the entrance. 
",Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,67
18213,survey-text,14,11,627614,pdo26h1hbg4,stimuli/51.jpg,easy,This shape looks like a fish that has fins.,9,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks like a fish that has fins.,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,51
22550,survey-text,15,12,650165,pdo26h1hbg4,stimuli/75.jpg,medium,This shape looks similar to a bird. It has wings on either side and a beak on the top.,19,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks similar to a bird. It has wings on either side and a beak on the top. ,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,75
53847,survey-text,16,13,704015,pdo26h1hbg4,stimuli/19.jpg,easy,This shape looks similar to a squirt gun with the handle shape at the bottom.,15,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks similar to a squirt gun with the handle shape at the bottom. ,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,19
20830,survey-text,17,14,724847,pdo26h1hbg4,stimuli/99.jpg,medium,This shape looks similar to an excavator.,7,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks similar to an excavator. ,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,99
28549,survey-text,18,15,753398,pdo26h1hbg4,stimuli/139.jpg,hard,This shape looks like a person running with the triangle on the right looking like their knee is bent running.,20,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks like a person running with the triangle on the right looking like their knee is bent running.,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,139
49046,survey-text,19,16,802447,pdo26h1hbg4,stimuli/155.jpg,hard,This shape looks like a unicorn with a horn at the top right and the wings at the top as well.,21,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks like a unicorn with a horn at the top right and the wings at the top as well.,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,155
37032,survey-text,20,17,839481,pdo26h1hbg4,stimuli/83.jpg,medium,This shape looks like an open shark jaw.,8,/Users/martincz/GitHub/COGS119/group_wi26_verbal_complexity/analysis/../data/raw_data/pdo26h1hbg4_1772138271446.csv,manatee,This shape looks like an open shark jaw.,Female,"Cognitive Science, Cognitive and Behavior Neuroscience",FALSE,83
